Five-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
44322,15,7,1
44323,16,0,0
44324,17,1,7
44325,18,2,6
44326,19,3,5
44331,15,7,1
44332,16,0,0
44333,17,1,7
44334,18,2,6
44335,19,3,5
44336,20,4,4
44341,16,0,0
44342,17,1,7
44343,18,2,6
44344,19,3,5
44345,20,4,4
44346,21,5,3
44351,17,1,7
44352,18,2,6
44353,19,3,5
44354,20,4,4
44355,21,5,3
44356,22,6,2
44361,18,2,6
44362,19,3,5
44363,20,4,4
44364,21,5,3
44365,22,6,2
44366,23,7,1
44411,14,6,2
44412,15,7,1
44413,16,0,0
44414,17,1,7
44415,18,2,6
44416,19,3,5
44421,15,7,1
44422,16,0,0
44423,17,1,7
44424,18,2,6
44425,19,3,5
44426,20,4,4
44431,16,0,0
44432,17,1,7
44433,18,2,6
44434,19,3,5
44435,20,4,4
44436,21,5,3
44441,17,1,7
44442,18,2,6
44443,19,3,5
44444,20,4,4
44445,21,5,3
44446,22,6,2
44451,18,2,6
44452,19,3,5
44453,20,4,4
44454,21,5,3
44455,22,6,2
44456,23,7,1
44461,19,3,5
44462,20,4,4
44463,21,5,3
44464,22,6,2
44465,23,7,1
44466,24,0,0
44511,15,7,1
44512,16,0,0
44513,17,1,7
44514,18,2,6
44515,19,3,5
44516,20,4,4
44521,16,0,0
44522,17,1,7
44523,18,2,6
44524,19,3,5
44525,20,4,4
44526,21,5,3
44531,17,1,7
44532,18,2,6
44533,19,3,5
44534,20,4,4
44535,21,5,3
44536,22,6,2
44541,18,2,6
44542,19,3,5
44543,20,4,4
44544,21,5,3
44545,22,6,2
44546,23,7,1
44551,19,3,5
44552,20,4,4
44553,21,5,3
44554,22,6,2
44555,23,7,1
44556,24,0,0
44561,20,4,4
44562,21,5,3
44563,22,6,2
44564,23,7,1
44565,24,0,0
44566,25,1,7
44611,16,0,0
44612,17,1,7
44613,18,2,6
44614,19,3,5
44615,20,4,4
44616,21,5,3
44621,17,1,7
44622,18,2,6
44623,19,3,5
44624,20,4,4
44625,21,5,3
44626,22,6,2
44631,18,2,6
44632,19,3,5
44633,20,4,4
44634,21,5,3
44635,22,6,2
44636,23,7,1
44641,19,3,5
44642,20,4,4
44643,21,5,3
44644,22,6,2
44645,23,7,1
44646,24,0,0
44651,20,4,4
44652,21,5,3
44653,22,6,2
44654,23,7,1
44655,24,0,0
44656,25,1,7
44661,21,5,3
44662,22,6,2
44663,23,7,1
44664,24,0,0
44665,25,1,7
44666,26,2,6
45111,12,4,4
45112,13,5,3
45113,14,6,2
45114,15,7,1
45115,16,0,0
45116,17,1,7
45121,13,5,3
45122,14,6,2
45123,15,7,1
45124,16,0,0
45125,17,1,7
45126,18,2,6
45131,14,6,2
45132,15,7,1
45133,16,0,0
45134,17,1,7
45135,18,2,6
45136,19,3,5
45141,15,7,1
45142,16,0,0
45143,17,1,7
45144,18,2,6
45145,19,3,5
45146,20,4,4
45151,16,0,0
45152,17,1,7
45153,18,2,6
45154,19,3,5
45155,20,4,4
45156,21,5,3
45161,17,1,7
45162,18,2,6
45163,19,3,5
45164,20,4,4
45165,21,5,3
45166,22,6,2
45211,13,5,3
45212,14,6,2
45213,15,7,1
45214,16,0,0
45215,17,1,7
45216,18,2,6
45221,14,6,2
45222,15,7,1
45223,16,0,0
45224,17,1,7
45225,18,2,6
45226,19,3,5
45231,15,7,1
45232,16,0,0
45233,17,1,7
45234,18,2,6
45235,19,3,5
45236,20,4,4
45241,16,0,0
45242,17,1,7
45243,18,2,6
45244,19,3,5
45245,20,4,4
45246,21,5,3
45251,17,1,7
45252,18,2,6
45253,19,3,5
45254,20,4,4
45255,21,5,3
45256,22,6,2
45261,18,2,6
45262,19,3,5
45263,20,4,4
45264,21,5,3
45265,22,6,2
45266,23,7,1
45311,14,6,2
45312,15,7,1
45313,16,0,0
45314,17,1,7
45315,18,2,6
45316,19,3,5
45321,15,7,1
45322,16,0,0
45323,17,1,7
45324,18,2,6
45325,19,3,5
45326,20,4,4
45331,16,0,0
45332,17,1,7
45333,18,2,6
45334,19,3,5
45335,20,4,4
45336,21,5,3
45341,17,1,7
45342,18,2,6
45343,19,3,5
45344,20,4,4
45345,21,5,3
45346,22,6,2
45351,18,2,6
45352,19,3,5
45353,20,4,4
45354,21,5,3
45355,22,6,2
45356,23,7,1
45361,19,3,5
45362,20,4,4
45363,21,5,3
45364,22,6,2
45365,23,7,1
45366,24,0,0
45411,15,7,1
45412,16,0,0
45413,17,1,7
45414,18,2,6
45415,19,3,5
45416,20,4,4
45421,16,0,0
45422,17,1,7
45423,18,2,6
45424,19,3,5
45425,20,4,4
45426,21,5,3
45431,17,1,7
45432,18,2,6
45433,19,3,5
45434,20,4,4
45435,21,5,3
45436,22,6,2
45441,18,2,6
45442,19,3,5
45443,20,4,4
45444,21,5,3
45445,22,6,2
45446,23,7,1
45451,19,3,5
45452,20,4,4
45453,21,5,3
45454,22,6,2
45455,23,7,1
45456,24,0,0
45461,20,4,4
45462,21,5,3
45463,22,6,2
45464,23,7,1
45465,24,0,0
45466,25,1,7
45511,16,0,0
45512,17,1,7
45513,18,2,6
45514,19,3,5
45515,20,4,4
45516,21,5,3
45521,17,1,7
45522,18,2,6
45523,19,3,5
45524,20,4,4
45525,21,5,3
45526,22,6,2
45531,18,2,6
45532,19,3,5
45533,20,4,4
45534,21,5,3
45535,22,6,2
45536,23,7,1
45541,19,3,5
45542,20,4,4
45543,21,5,3
45544,22,6,2
45545,23,7,1
45546,24,0,0
45551,20,4,4
45552,21,5,3
45553,22,6,2
45554,23,7,1
45555,24,0,0
45556,25,1,7
45561,21,5,3
45562,22,6,2
45563,23,7,1
45564,24,0,0
45565,25,1,7
45566,26,2,6
45611,17,1,7
45612,18,2,6
45613,19,3,5
45614,20,4,4
45615,21,5,3
45616,22,6,2
45621,18,2,6
45622,19,3,5
45623,20,4,4
45624,21,5,3
45625,22,6,2
45626,23,7,1
45631,19,3,5
45632,20,4,4
45633,21,5,3
45634,22,6,2
45635,23,7,1
45636,24,0,0
45641,20,4,4
45642,21,5,3
45643,22,6,2
45644,23,7,1
45645,24,0,0
45646,25,1,7
45651,21,5,3
45652,22,6,2
45653,23,7,1
45654,24,0,0
45655,25,1,7
45656,26,2,6
45661,22,6,2
45662,23,7,1
45663,24,0,0
45664,25,1,7
45665,26,2,6
45666,27,3,5
46111,13,5,3
46112,14,6,2
46113,15,7,1
46114,16,0,0
46115,17,1,7
46116,18,2,6
46121,14,6,2
46122,15,7,1
46123,16,0,0
46124,17,1,7
46125,18,2,6
46126,19,3,5
46131,15,7,1
46132,16,0,0
46133,17,1,7
46134,18,2,6
46135,19,3,5
46136,20,4,4
46141,16,0,0
46142,17,1,7
46143,18,2,6
46144,19,3,5
46145,20,4,4
46146,21,5,3
46151,17,1,7
46152,18,2,6
46153,19,3,5
46154,20,4,4
46155,21,5,3
46156,22,6,2
46161,18,2,6
46162,19,3,5
46163,20,4,4
46164,21,5,3
46165,22,6,2
46166,23,7,1
46211,14,6,2
46212,15,7,1
46213,16,0,0
46214,17,1,7
46215,18,2,6
46216,19,3,5
46221,15,7,1
46222,16,0,0
46223,17,1,7
46224,18,2,6
46225,19,3,5
46226,20,4,4
46231,16,0,0
46232,17,1,7
46233,18,2,6
46234,19,3,5
46235,20,4,4
46236,21,5,3
46241,17,1,7
46242,18,2,6
46243,19,3,5
46244,20,4,4
46245,21,5,3
46246,22,6,2
46251,18,2,6
46252,19,3,5
46253,20,4,4
46254,21,5,3
46255,22,6,2
46256,23,7,1
46261,19,3,5
46262,20,4,4
46263,21,5,3
46264,22,6,2
46265,23,7,1
46266,24,0,0
46311,15,7,1
46312,16,0,0
46313,17,1,7
46314,18,2,6
46315,19,3,5
46316,20,4,4
46321,16,0,0
46322,17,1,7
46323,18,2,6
46324,19,3,5
46325,20,4,4
46326,21,5,3
46331,17,1,7
46332,18,2,6
46333,19,3,5
46334,20,4,4
46335,21,5,3
46336,22,6,2
46341,18,2,6
46342,19,3,5
46343,20,4,4
46344,21,5,3
46345,22,6,2
46346,23,7,1
46351,19,3,5
46352,20,4,4
46353,21,5,3
46354,22,6,2
46355,23,7,1
46356,24,0,0
46361,20,4,4
46362,21,5,3
46363,22,6,2
46364,23,7,1
46365,24,0,0
46366,25,1,7
46411,16,0,0
46412,17,1,7
46413,18,2,6
46414,19,3,5
46415,20,4,4
46416,21,5,3
46421,17,1,7
46422,18,2,6
46423,19,3,5
46424,20,4,4
46425,21,5,3
46426,22,6,2
46431,18,2,6
46432,19,3,5
46433,20,4,4
46434,21,5,3
46435,22,6,2
46436,23,7,1
46441,19,3,5
46442,20,4,4
46443,21,5,3
46444,22,6,2
46445,23,7,1
46446,24,0,0
46451,20,4,4
46452,21,5,3
46453,22,6,2
46454,23,7,1
46455,24,0,0
46456,25,1,7
46461,21,5,3
46462,22,6,2
46463,23,7,1
46464,24,0,0
46465,25,1,7
46466,26,2,6
46511,17,1,7
46512,18,2,6
46513,19,3,5
46514,20,4,4
46515,21,5,3
46516,22,6,2
46521,18,2,6
46522,19,3,5
46523,20,4,4
46524,21,5,3
46525,22,6,2
46526,23,7,1
46531,19,3,5
46532,20,4,4
46533,21,5,3
46534,22,6,2
46535,23,7,1
46536,24,0,0
46541,20,4,4
46542,21,5,3
46543,22,6,2
46544,23,7,1
46545,24,0,0
46546,25,1,7
46551,21,5,3
46552,22,6,2
46553,23,7,1
46554,24,0,0
46555,25,1,7
46556,26,2,6
46561,22,6,2
46562,23,7,1
46563,24,0,0
46564,25,1,7
46565,26,2,6
46566,27,3,5
46611,18,2,6
46612,19,3,5
46613,20,4,4
46614,21,5,3
46615,22,6,2
46616,23,7,1
46621,19,3,5
46622,20,4,4
46623,21,5,3
46624,22,6,2
46625,23,7,1
46626,24,0,0
46631,20,4,4
46632,21,5,3
46633,22,6,2
46634,23,7,1
46635,24,0,0
46636,25,1,7
46641,21,5,3
46642,22,6,2
46643,23,7,1
46644,24,0,0
46645,25,1,7
46646,26,2,6
46651,22,6,2
46652,23,7,1
46653,24,0,0
46654,25,1,7
46655,26,2,6
46656,27,3,5
46661,23,7,1
46662,24,0,0
46663,25,1,7
46664,26,2,6
46665,27,3,5
46666,28,4,4
51111,9,1,7
51112,10,2,6
51113,11,3,5
51114,12,4,4
51115,13,5,3
51116,14,6,2
51121,10,2,6
51122,11,3,5
51123,12,4,4
51124,13,5,3
51125,14,6,2
51126,15,7,1
51131,11,3,5
51132,12,4,4
51133,13,5,3
51134,14,6,2
51135,15,7,1
51136,16,0,0
51141,12,4,4
51142,13,5,3
51143,14,6,2
51144,15,7,1
51145,16,0,0
51146,17,1,7
51151,13,5,3
51152,14,6,2
51153,15,7,1
51154,16,0,0
51155,17,1,7
51156,18,2,6
51161,14,6,2
51162,15,7,1
51163,16,0,0
51164,17,1,7
51165,18,2,6
51166,19,3,5
51211,10,2,6
51212,11,3,5
51213,12,4,4
51214,13,5,3
51215,14,6,2
51216,15,7,1
51221,11,3,5
51222,12,4,4
51223,13,5,3
51224,14,6,2
51225,15,7,1
51226,16,0,0
51231,12,4,4
51232,13,5,3
51233,14,6,2
51234,15,7,1
51235,16,0,0
51236,17,1,7
51241,13,5,3
51242,14,6,2
51243,15,7,1
51244,16,0,0
51245,17,1,7
51246,18,2,6
51251,14,6,2
51252,15,7,1
51253,16,0,0
51254,17,1,7
51255,18,2,6
51256,19,3,5
51261,15,7,1
51262,16,0,0
51263,17,1,7
51264,18,2,6
51265,19,3,5
51266,20,4,4
51311,11,3,5
51312,12,4,4
51313,13,5,3
51314,14,6,2
51315,15,7,1
51316,16,0,0
51321,12,4,4
51322,13,5,3
51323,14,6,2
51324,15,7,1
51325,16,0,0
51326,17,1,7
51331,13,5,3
51332,14,6,2
51333,15,7,1
51334,16,0,0
51335,17,1,7
51336,18,2,6
51341,14,6,2
51342,15,7,1
51343,16,0,0
51344,17,1,7
51345,18,2,6
51346,19,3,5
51351,15,7,1
51352,16,0,0
51353,17,1,7
51354,18,2,6
51355,19,3,5
51356,20,4,4
51361,16,0,0
51362,17,1,7
51363,18,2,6
51364,19,3,5
51365,20,4,4
51366,21,5,3
51411,12,4,4
51412,13,5,3
51413,14,6,2
51414,15,7,1
51415,16,0,0
51416,17,1,7
51421,13,5,3
51422,14,6,2
51423,15,7,1
51424,16,0,0
51425,17,1,7
51426,18,2,6
51431,14,6,2
51432,15,7,1
51433,16,0,0
51434,17,1,7
51435,18,2,6
51436,19,3,5
51441,15,7,1
51442,16,0,0
51443,17,1,7
51444,18,2,6
51445,19,3,5
51446,20,4,4
51451,16,0,0
51452,17,1,7
51453,18,2,6
51454,19,3,5
51455,20,4,4
51456,21,5,3
51461,17,1,7
51462,18,2,6
51463,19,3,5
51464,20,4,4
51465,21,5,3
51466,22,6,2
51511,13,5,3
51512,14,6,2
51513,15,7,1
51514,16,0,0
51515,17,1,7
51516,18,2,6
51521,14,6,2
51522,15,7,1
51523,16,0,0
51524,17,1,7
51525,18,2,6
51526,19,3,5
51531,15,7,1
51532,16,0,0
51533,17,1,7
51534,18,2,6
51535,19,3,5
51536,20,4,4
51541,16,0,0
51542,17,1,7
51543,18,2,6
51544,19,3,5
51545,20,4,4
51546,21,5,3
51551,17,1,7
51552,18,2,6
51553,19,3,5
51554,20,4,4
51555,21,5,3
51556,22,6,2
51561,18,2,6
51562,19,3,5
51563,20,4,4
51564,21,5,3
51565,22,6,2
51566,23,7,1
51611,14,6,2
51612,15,7,1
51613,16,0,0
51614,17,1,7
51615,18,2,6
51616,19,3,5
51621,15,7,1
51622,16,0,0
51623,17,1,7
51624,18,2,6
51625,19,3,5
51626,20,4,4
51631,16,0,0
51632,17,1,7
51633,18,2,6
51634,19,3,5
51635,20,4,4
51636,21,5,3
51641,17,1,7
51642,18,2,6
51643,19,3,5
51644,20,4,4
51645,21,5,3
51646,22,6,2
51651,18,2,6
51652,19,3,5
51653,20,4,4
51654,21,5,3
51655,22,6,2
51656,23,7,1
51661,19,3,5
51662,20,4,4
51663,21,5,3
51664,22,6,2
51665,23,7,1
51666,24,0,0
52111,10,2,6
52112,11,3,5
52113,12,4,4
52114,13,5,3
52115,14,6,2
52116,15,7,1
52121,11,3,5
52122,12,4,4
52123,13,5,3
52124,14,6,2
52125,15,7,1
52126,16,0,0
52131,12,4,4
52132,13,5,3
52133,14,6,2
52134,15,7,1
52135,16,0,0
52136,17,1,7
52141,13,5,3
52142,14,6,2
52143,15,7,1
52144,16,0,0
52145,17,1,7
52146,18,2,6
52151,14,6,2
52152,15,7,1
52153,16,0,0
52154,17,1,7
52155,18,2,6
52156,19,3,5
52161,15,7,1
52162,16,0,0
52163,17,1,7
52164,18,2,6
52165,19,3,5
52166,20,4,4
52211,11,3,5
52212,12,4,4
52213,13,5,3
52214,14,6,2
52215,15,7,1
52216,16,0,0
52221,12,4,4
52222,13,5,3
52223,14,6,2
52224,15,7,1
52225,16,0,0
52226,17,1,7
52231,13,5,3
52232,14,6,2
52233,15,7,1
52234,16,0,0
52235,17,1,7
52236,18,2,6
52241,14,6,2
52242,15,7,1
52243,16,0,0
52244,17,1,7
52245,18,2,6
52246,19,3,5
52251,15,7,1
52252,16,0,0
52253,17,1,7
52254,18,2,6
52255,19,3,5
52256,20,4,4
52261,16,0,0
52262,17,1,7
52263,18,2,6
52264,19,3,5
52265,20,4,4
52266,21,5,3
52311,12,4,4
52312,13,5,3
52313,14,6,2
52314,15,7,1
52315,16,0,0
52316,17,1,7
52321,13,5,3
52322,14,6,2
52323,15,7,1
52324,16,0,0
52325,17,1,7
52326,18,2,6
52331,14,6,2
52332,15,7,1
52333,16,0,0
52334,17,1,7
52335,18,2,6
52336,19,3,5
52341,15,7,1
52342,16,0,0
52343,17,1,7
52344,18,2,6
52345,19,3,5
52346,20,4,4
52351,16,0,0
52352,17,1,7
52353,18,2,6
52354,19,3,5
52355,20,4,4
52356,21,5,3
52361,17,1,7
52362,18,2,6
52363,19,3,5
52364,20,4,4
52365,21,5,3
52366,22,6,2
52411,13,5,3
52412,14,6,2
52413,15,7,1
52414,16,0,0
52415,17,1,7
52416,18,2,6
52421,14,6,2
52422,15,7,1
52423,16,0,0
52424,17,1,7
52425,18,2,6
52426,19,3,5
52431,15,7,1
52432,16,0,0
52433,17,1,7
52434,18,2,6
52435,19,3,5
52436,20,4,4
52441,16,0,0
52442,17,1,7
52443,18,2,6
52444,19,3,5
52445,20,4,4
52446,21,5,3
52451,17,1,7
52452,18,2,6
52453,19,3,5
52454,20,4,4
52455,21,5,3
52456,22,6,2
52461,18,2,6
52462,19,3,5
52463,20,4,4
52464,21,5,3
52465,22,6,2
52466,23,7,1
52511,14,6,2
52512,15,7,1
52513,16,0,0
52514,17,1,7
52515,18,2,6
52516,19,3,5
52521,15,7,1
52522,16,0,0
52523,17,1,7
52524,18,2,6
52525,19,3,5
52526,20,4,4
52531,16,0,0
52532,17,1,7
52533,18,2,6
52534,19,3,5
52535,20,4,4
52536,21,5,3
52541,17,1,7
52542,18,2,6
52543,19,3,5
52544,20,4,4
52545,21,5,3
52546,22,6,2
52551,18,2,6
52552,19,3,5
52553,20,4,4
52554,21,5,3
52555,22,6,2
52556,23,7,1
52561,19,3,5
52562,20,4,4
52563,21,5,3
52564,22,6,2
52565,23,7,1
52566,24,0,0
52611,15,7,1
52612,16,0,0
52613,17,1,7
52614,18,2,6
52615,19,3,5
52616,20,4,4
52621,16,0,0
52622,17,1,7
52623,18,2,6
52624,19,3,5
52625,20,4,4
52626,21,5,3
52631,17,1,7
52632,18,2,6
52633,19,3,5
52634,20,4,4
52635,21,5,3
52636,22,6,2
52641,18,2,6
52642,19,3,5
52643,20,4,4
52644,21,5,3
52645,22,6,2
52646,23,7,1
52651,19,3,5
52652,20,4,4
52653,21,5,3
52654,22,6,2
52655,23,7,1
52656,24,0,0
52661,20,4,4
52662,21,5,3
52663,22,6,2
52664,23,7,1
52665,24,0,0
52666,25,1,7
53111,11,3,5
53112,12,4,4
53113,13,5,3
53114,14,6,2
53115,15,7,1
53116,16,0,0
53121,12,4,4
53122,13,5,3
53123,14,6,2
53124,15,7,1
53125,16,0,0
53126,17,1,7
53131,13,5,3
53132,14,6,2
53133,15,7,1
53134,16,0,0
53135,17,1,7
53136,18,2,6
53141,14,6,2
53142,15,7,1
53143,16,0,0
53144,17,1,7
53145,18,2,6
53146,19,3,5
53151,15,7,1
53152,16,0,0
53153,17,1,7
53154,18,2,6
53155,19,3,5
53156,20,4,4
53161,16,0,0
53162,17,1,7
53163,18,2,6
53164,19,3,5
53165,20,4,4
53166,21,5,3
53211,12,4,4
53212,13,5,3
53213,14,6,2
53214,15,7,1
53215,16,0,0
53216,17,1,7
53221,13,5,3
53222,14,6,2
53223,15,7,1
53224,16,0,0
53225,17,1,7
53226,18,2,6
53231,14,6,2
53232,15,7,1
53233,16,0,0
53234,17,1,7
53235,18,2,6
53236,19,3,5
53241,15,7,1
53242,16,0,0
53243,17,1,7
53244,18,2,6
53245,19,3,5
53246,20,4,4
53251,16,0,0
53252,17,1,7
53253,18,2,6
53254,19,3,5
53255,20,4,4
53256,21,5,3
53261,17,1,7
53262,18,2,6
53263,19,3,5
53264,20,4,4
53265,21,5,3
53266,22,6,2
53311,13,5,3
53312,14,6,2
53313,15,7,1
53314,16,0,0
53315,17,1,7
53316,18,2,6
53321,14,6,2
53322,15,7,1
53323,16,0,0
53324,17,1,7
53325,18,2,6
53326,19,3,5
53331,15,7,1
53332,16,0,0
53333,17,1,7
53334,18,2,6
53335,19,3,5
53336,20,4,4
53341,16,0,0
53342,17,1,7
53343,18,2,6
53344,19,3,5
53345,20,4,4
53346,21,5,3
53351,17,1,7
53352,18,2,6
53353,19,3,5
53354,20,4,4
53355,21,5,3
53356,22,6,2
53361,18,2,6
53362,19,3,5
53363,20,4,4
53364,21,5,3
53365,22,6,2
53366,23,7,1
53411,14,6,2
53412,15,7,1
53413,16,0,0
53414,17,1,7
53415,18,2,6
53416,19,3,5
53421,15,7,1
53422,16,0,0
53423,17,1,7
53424,18,2,6
53425,19,3,5
53426,20,4,4
53431,16,0,0
53432,17,1,7
53433,18,2,6
53434,19,3,5
53435,20,4,4
53436,21,5,3
53441,17,1,7
53442,18,2,6
53443,19,3,5
53444,20,4,4
53445,21,5,3
53446,22,6,2
53451,18,2,6
53452,19,3,5
53453,20,4,4
53454,21,5,3
53455,22,6,2
53456,23,7,1
53461,19,3,5
53462,20,4,4
53463,21,5,3
53464,22,6,2
53465,23,7,1
53466,24,0,0
53511,15,7,1
53512,16,0,0
53513,17,1,7
53514,18,2,6
53515,19,3,5
53516,20,4,4
53521,16,0,0
53522,17,1,7
53523,18,2,6
53524,19,3,5
53525,20,4,4
53526,21,5,3
53531,17,1,7
53532,18,2,6
53533,19,3,5
53534,20,4,4
53535,21,5,3
53536,22,6,2
53541,18,2,6
53542,19,3,5
53543,20,4,4
53544,21,5,3
53545,22,6,2
53546,23,7,1
53551,19,3,5
53552,20,4,4
53553,21,5,3
53554,22,6,2
53555,23,7,1
53556,24,0,0
53561,20,4,4
53562,21,5,3
53563,22,6,2
53564,23,7,1
53565,24,0,0
53566,25,1,7
53611,16,0,0
53612,17,1,7
53613,18,2,6
53614,19,3,5
53615,20,4,4
53616,21,5,3
53621,17,1,7
53622,18,2,6
53623,19,3,5
53624,20,4,4
53625,21,5,3
53626,22,6,2
53631,18,2,6
53632,19,3,5
53633,20,4,4
53634,21,5,3
53635,22,6,2
53636,23,7,1
53641,19,3,5
53642,20,4,4
53643,21,5,3
53644,22,6,2
53645,23,7,1
53646,24,0,0
53651,20,4,4
53652,21,5,3
53653,22,6,2
53654,23,7,1
53655,24,0,0
53656,25,1,7
53661,21,5,3
53662,22,6,2
53663,23,7,1
53664,24,0,0
53665,25,1,7
53666,26,2,6
54111,12,4,4
54112,13,5,3
54113,14,6,2
54114,15,7,1
54115,16,0,0
54116,17,1,7
54121,13,5,3
54122,14,6,2
54123,15,7,1
54124,16,0,0
54125,17,1,7
54126,18,2,6
54131,14,6,2
54132,15,7,1
54133,16,0,0
54134,17,1,7
54135,18,2,6
54136,19,3,5
54141,15,7,1
54142,16,0,0
54143,17,1,7
54144,18,2,6
54145,19,3,5
54146,20,4,4
54151,16,0,0
54152,17,1,7
54153,18,2,6
54154,19,3,5
54155,20,4,4
54156,21,5,3
54161,17,1,7
54162,18,2,6
54163,19,3,5
54164,20,4,4
54165,21,5,3
54166,22,6,2
54211,13,5,3
54212,14,6,2
54213,15,7,1
54214,16,0,0
54215,17,1,7
54216,18,2,6
54221,14,6,2
54222,15,7,1
54223,16,0,0
54224,17,1,7
54225,18,2,6
54226,19,3,5
54231,15,7,1
54232,16,0,0
54233,17,1,7
54234,18,2,6
54235,19,3,5
54236,20,4,4
54241,16,0,0
54242,17,1,7
54243,18,2,6
54244,19,3,5
54245,20,4,4
54246,21,5,3
54251,17,1,7
54252,18,2,6
54253,19,3,5
54254,20,4,4
54255,21,5,3
54256,22,6,2
54261,18,2,6
54262,19,3,5
54263,20,4,4
54264,21,5,3
54265,22,6,2
54266,23,7,1
54311,14,6,2
54312,15,7,1
54313,16,0,0
54314,17,1,7
54315,18,2,6
54316,19,3,5
54321,15,7,1
54322,16,0,0
54323,17,1,7
54324,18,2,6
54325,19,3,5
54326,20,4,4
54331,16,0,0
54332,17,1,7
54333,18,2,6
54334,19,3,5
54335,20,4,4
54336,21,5,3
54341,17,1,7
54342,18,2,6
54343,19,3,5
54344,20,4,4
54345,21,5,3
54346,22,6,2
54351,18,2,6
54352,19,3,5
54353,20,4,4
54354,21,5,3
54355,22,6,2
54356,23,7,1
54361,19,3,5
54362,20,4,4
54363,21,5,3
54364,22,6,2
54365,23,7,1
54366,24,0,0
54411,15,7,1
54412,16,0,0
54413,17,1,7
54414,18,2,6
54415,19,3,5
54416,20,4,4
54421,16,0,0
54422,17,1,7
54423,18,2,6
54424,19,3,5
54425,20,4,4
54426,21,5,3
54431,17,1,7
54432,18,2,6
54433,19,3,5
54434,20,4,4
54435,21,5,3
54436,22,6,2
54441,18,2,6
54442,19,3,5
54443,20,4,4
54444,21,5,3
54445,22,6,2
54446,23,7,1
54451,19,3,5
54452,20,4,4
54453,21,5,3
54454,22,6,2
54455,23,7,1
54456,24,0,0
54461,20,4,4
54462,21,5,3
54463,22,6,2
54464,23,7,1
54465,24,0,0
54466,25,1,7
54511,16,0,0
54512,17,1,7
54513,18,2,6
54514,19,3,5
54515,20,4,4
54516,21,5,3
54521,17,1,7
54522,18,2,6
54523,19,3,5
54524,20,4,4
54525,21,5,3
54526,22,6,2
54531,18,2,6
54532,19,3,5
54533,20,4,4
54534,21,5,3
54535,22,6,2
54536,23,7,1
54541,19,3,5
54542,20,4,4
54543,21,5,3
54544,22,6,2
54545,23,7,1
54546,24,0,0
54551,20,4,4
54552,21,5,3
54553,22,6,2
54554,23,7,1
54555,24,0,0
54556,25,1,7
54561,21,5,3
54562,22,6,2
54563,23,7,1
54564,24,0,0
54565,25,1,7
54566,26,2,6
54611,17,1,7
54612,18,2,6
54613,19,3,5
54614,20,4,4
54615,21,5,3
54616,22,6,2
54621,18,2,6
54622,19,3,5
54623,20,4,4
54624,21,5,3
54625,22,6,2
54626,23,7,1
54631,19,3,5
54632,20,4,4
54633,21,5,3
54634,22,6,2
54635,23,7,1
54636,24,0,0
54641,20,4,4
54642,21,5,3
54643,22,6,2
54644,23,7,1
54645,24,0,0
54646,25,1,7
54651,21,5,3
54652,22,6,2
54653,23,7,1
54654,24,0,0
54655,25,1,7
54656,26,2,6
54661,22,6,2
54662,23,7,1
54663,24,0,0
54664,25,1,7
54665,26,2,6
54666,27,3,5
55111,13,5,3
55112,14,6,2
55113,15,7,1
55114,16,0,0
55115,17,1,7
55116,18,2,6
55121,14,6,2
55122,15,7,1
55123,16,0,0
55124,17,1,7
55125,18,2,6
55126,19,3,5
55131,15,7,1
55132,16,0,0
55133,17,1,7
55134,18,2,6
55135,19,3,5
55136,20,4,4
55141,16,0,0
55142,17,1,7
55143,18,2,6
55144,19,3,5
55145,20,4,4
55146,21,5,3
55151,17,1,7
55152,18,2,6
55153,19,3,5
55154,20,4,4
55155,21,5,3
55156,22,6,2
55161,18,2,6
55162,19,3,5
55163,20,4,4
55164,21,5,3
55165,22,6,2
55166,23,7,1
55211,14,6,2
55212,15,7,1
55213,16,0,0
55214,17,1,7
55215,18,2,6
55216,19,3,5
55221,15,7,1
55222,16,0,0
55223,17,1,7
55224,18,2,6
55225,19,3,5
55226,20,4,4
55231,16,0,0
55232,17,1,7
55233,18,2,6
55234,19,3,5
55235,20,4,4
55236,21,5,3
55241,17,1,7
55242,18,2,6
55243,19,3,5
55244,20,4,4
55245,21,5,3
55246,22,6,2
55251,18,2,6
55252,19,3,5
55253,20,4,4
55254,21,5,3
55255,22,6,2
55256,23,7,1
55261,19,3,5
55262,20,4,4
55263,21,5,3
55264,22,6,2
55265,23,7,1
55266,24,0,0
55311,15,7,1
55312,16,0,0
55313,17,1,7
55314,18,2,6
55315,19,3,5
55316,20,4,4
55321,16,0,0
55322,17,1,7
55323,18,2,6
55324,19,3,5
55325,20,4,4
55326,21,5,3
55331,17,1,7
55332,18,2,6
55333,19,3,5
55334,20,4,4
55335,21,5,3
55336,22,6,2
55341,18,2,6
55342,19,3,5
55343,20,4,4
55344,21,5,3
55345,22,6,2
55346,23,7,1
55351,19,3,5
55352,20,4,4
55353,21,5,3
55354,22,6,2
55355,23,7,1
55356,24,0,0
55361,20,4,4
55362,21,5,3
55363,22,6,2
55364,23,7,1
55365,24,0,0
55366,25,1,7
55411,16,0,0
55412,17,1,7
55413,18,2,6
55414,19,3,5
55415,20,4,4
55416,21,5,3
55421,17,1,7
55422,18,2,6
55423,19,3,5
55424,20,4,4
